# Neutron cross sections extracted from Geant4 by the ESS dgcode framework (doi:10.1016/j.physb.2018.03.025).
# Element: Cd114
# Geant4 version: 1043 "$Name: geant4-10-04-patch-03 $"
# Samples per energy point: 1250
# Energy_eV SigmaScat_Barn SigmaAbs_Barn
2.83465e-09 1739.65 922.305
2.84282e-09 1735.27 921.297
2.85102e-09 1734.85 919.778
2.85924e-09 1735.94 918.369
2.86748e-09 1733 916.964
2.87574e-09 1725.83 915.98
2.88403e-09 1725.73 914.53
2.89234e-09 1723.17 913.094
2.90068e-09 1719.54 911.756
2.90904e-09 1723.05 910.536
2.91743e-09 1720.58 909.279
2.92584e-09 1716.8 907.899
2.93427e-09 1712.95 906.607
2.94273e-09 1704.78 905.238
2.95121e-09 1710.79 903.973
2.95972e-09 1706.93 902.777
2.96825e-09 1702.28 901.387
2.9768e-09 1698.13 900.126
2.98538e-09 1706.21 898.644
2.99399e-09 1694.66 897.412
3.00262e-09 1691.08 896.31
3.01127e-09 1688.41 894.821
3.01995e-09 1690.08 893.638
3.02866e-09 1681.12 892.147
3.03739e-09 1684.54 891.239
3.04614e-09 1679.13 889.598
3.05492e-09 1680.76 888.279
3.06373e-09 1674.89 887.239
3.07256e-09 1672.69 885.817
3.08141e-09 1671.66 884.881
3.0903e-09 1672.29 883.388
3.0992e-09 1670.75 881.877
3.10814e-09 1666.2 880.856
3.11709e-09 1663.9 879.461
3.12608e-09 1660.75 878.049
3.13509e-09 1658.75 877.118
3.14413e-09 1650.89 875.795
3.15319e-09 1658.84 874.221
3.16228e-09 1654.27 873.468
3.17139e-09 1652.53 871.714
3.18053e-09 1642.63 870.613
3.1897e-09 1651.37 869.424
3.1989e-09 1635.87 868.424
3.20812e-09 1634.56 867.359
3.21736e-09 1637.28 865.561
3.22664e-09 1628.49 864.679
3.23594e-09 1632.69 863.351
3.24526e-09 1632.87 862.024
3.25462e-09 1624.92 860.901
3.264e-09 1619.8 859.635
3.27341e-09 1621.01 858.409
3.28284e-09 1618.2 857.106
3.2923e-09 1618.57 855.805
3.30179e-09 1611.9 854.662
3.31131e-09 1615.44 853.489
3.32086e-09 1612.96 852.206
3.33043e-09 1608.83 850.904
3.34003e-09 1605.98 849.831
3.34965e-09 1605.06 848.512
3.35931e-09 1601.98 847.297
3.36899e-09 1595.83 846.277
3.3787e-09 1590.73 844.974
3.38844e-09 1592.2 843.657
3.39821e-09 1594.65 842.378
3.408e-09 1587.61 841.233
3.41783e-09 1589.1 840.259
3.42768e-09 1586.07 838.649
3.43756e-09 1580.36 837.406
3.44747e-09 1579.71 836.453
3.4574e-09 1573.97 835.177
3.46737e-09 1580.32 833.834
3.47736e-09 1574.97 832.74
3.48739e-09 1570.43 831.425
3.49744e-09 1568.33 830.569
3.50752e-09 1569.02 829.18
3.51763e-09 1566.43 828.076
3.52777e-09 1560.43 826.695
3.53794e-09 1554.78 825.73
3.54813e-09 1553.64 824.277
3.55836e-09 1550.18 823.313
3.56862e-09 1553.65 822.04
3.5789e-09 1548.86 820.861
3.58922e-09 1544.13 819.604
3.59956e-09 1548.69 818.421
3.60994e-09 1546.04 817.34
3.62035e-09 1545.47 816.14
3.63078e-09 1538.53 814.963
3.64125e-09 1534.52 813.87
3.65174e-09 1536.67 812.744
3.66227e-09 1533.9 811.632
3.67282e-09 1524.21 810.155
3.68341e-09 1528.82 808.821
3.69403e-09 1523.45 808.031
3.70467e-09 1521.14 806.781
3.71535e-09 1522.92 805.61
3.72606e-09 1520.89 804.491
3.7368e-09 1516.18 803.363
3.74757e-09 1511.64 802.325
3.75837e-09 1513.81 801.147
3.76921e-09 1506.76 799.666
3.78007e-09 1507.55 798.752
3.79097e-09 1509.78 797.453
3.80189e-09 1500.22 796.457
3.81285e-09 1506.37 795.069
3.82384e-09 1497.17 794.259
3.83486e-09 1501.8 793.107
3.84592e-09 1494.18 791.939
3.857e-09 1488.09 790.619
3.86812e-09 1490.97 789.673
3.87927e-09 1490.59 788.553
3.89045e-09 1487.94 787.445
3.90167e-09 1481.36 786.107
3.91291e-09 1484.24 785.2
3.92419e-09 1480.14 784.087
3.9355e-09 1476.04 782.803
3.94684e-09 1474.17 781.556
3.95822e-09 1477.13 780.391
3.96963e-09 1472.3 779.394
3.98107e-09 1465.1 778.283
3.99255e-09 1464.33 777.13
4.00405e-09 1463.41 776.038
4.0156e-09 1467.88 774.885
4.02717e-09 1462.48 774.024
4.03878e-09 1461.75 772.579
4.05042e-09 1456.57 771.529
4.06209e-09 1454.55 770.423
4.0738e-09 1453.47 769.46
4.08555e-09 1452.74 768.289
4.09732e-09 1450.27 767.202
4.10913e-09 1445.69 766.256
4.12098e-09 1445.97 765.058
4.13285e-09 1439.58 763.724
4.14477e-09 1441.34 762.634
4.15671e-09 1440.15 761.75
4.16869e-09 1440.41 760.493
4.18071e-09 1435.23 759.652
4.19276e-09 1434.81 758.289
4.20485e-09 1425.81 757.365
4.21697e-09 1429.37 756.382
4.22912e-09 1426.15 755.074
4.24131e-09 1425.84 753.977
4.25353e-09 1425.15 752.944
4.2658e-09 1421.71 751.749
4.27809e-09 1417.36 750.653
4.29042e-09 1416.64 749.822
4.30279e-09 1415.87 748.648
4.31519e-09 1410.58 747.577
4.32763e-09 1410.06 746.559
4.3401e-09 1407.97 745.266
4.35261e-09 1405.86 744.371
4.36516e-09 1403.14 742.994
4.37774e-09 1404.79 742.224
4.39036e-09 1396.94 741.047
4.40301e-09 1397.82 740.115
4.4157e-09 1393.86 739.061
4.42843e-09 1390.58 738.045
4.4412e-09 1387.79 736.809
4.454e-09 1393.08 735.917
4.46684e-09 1390.08 734.842
4.47971e-09 1390.82 733.75
4.49262e-09 1383.05 732.546
4.50557e-09 1380.93 731.574
4.51856e-09 1382.27 730.311
4.53158e-09 1380 729.571
4.54465e-09 1374.59 728.574
4.55774e-09 1372.79 727.318
4.57088e-09 1371.09 726.287
4.58406e-09 1366.48 725.177
4.59727e-09 1373.3 724.355
4.61052e-09 1364.7 723.31
4.62381e-09 1362.92 722.191
4.63714e-09 1360.75 721.226
4.6505e-09 1361.55 720.009
4.66391e-09 1354.02 719.121
4.67735e-09 1357.68 717.966
4.69083e-09 1354.1 717.062
4.70435e-09 1353.45 716.135
4.71791e-09 1348.45 714.867
4.73151e-09 1347.07 714.011
4.74515e-09 1350.19 712.877
4.75883e-09 1345 711.508
4.77254e-09 1343.73 711.073
4.7863e-09 1340.17 709.932
4.8001e-09 1339.93 708.91
4.81393e-09 1336.05 707.9
4.82781e-09 1332.52 706.785
4.84172e-09 1331.87 705.572
4.85568e-09 1328.32 704.816
4.86968e-09 1329.97 703.901
4.88371e-09 1329.71 702.596
4.89779e-09 1328.44 701.834
4.91191e-09 1325.75 700.457
4.92606e-09 1319.47 699.654
4.94026e-09 1321 698.666
4.9545e-09 1317.72 697.758
4.96878e-09 1320.1 696.705
4.9831e-09 1313.89 695.634
4.99747e-09 1313.48 694.543
5.01187e-09 1304.66 693.812
5.02632e-09 1313.42 692.758
5.04081e-09 1307.61 691.621
5.05534e-09 1306.33 690.569
5.06991e-09 1305.99 689.653
5.08452e-09 1303.48 688.694
5.09918e-09 1299.08 687.671
5.11387e-09 1300.88 686.767
5.12861e-09 1293.13 685.878
5.1434e-09 1294.89 684.545
5.15822e-09 1290.19 683.856
5.17309e-09 1286.46 682.565
5.188e-09 1283.29 681.739
5.20295e-09 1283.23 680.654
5.21795e-09 1285.33 679.9
5.23299e-09 1284.34 678.699
5.24807e-09 1282.15 677.745
5.2632e-09 1278.65 676.707
5.27837e-09 1276.95 676.013
5.29359e-09 1275.91 674.976
5.30884e-09 1272.32 674.01
5.32415e-09 1268.07 672.854
5.33949e-09 1272.42 672.104
5.35488e-09 1268.83 670.93
5.37032e-09 1266.62 670.22
5.3858e-09 1264.08 669.194
5.40132e-09 1262.5 668.077
5.41689e-09 1259.42 666.947
5.4325e-09 1260.45 666.233
5.44816e-09 1256.5 665.345
5.46387e-09 1257.09 664.331
5.47961e-09 1251.98 663.515
5.49541e-09 1249.38 662.499
5.51125e-09 1249.76 661.583
5.52713e-09 1245.52 660.449
5.54307e-09 1248.02 659.772
5.55904e-09 1242.69 658.688
5.57507e-09 1244 657.754
5.59114e-09 1239.19 656.795
5.60725e-09 1239.8 655.81
5.62341e-09 1234.22 654.812
5.63962e-09 1237.05 653.888
5.65588e-09 1235.02 652.673
5.67218e-09 1235.09 652.12
5.68853e-09 1233.35 651.248
5.70493e-09 1228.15 650.073
5.72137e-09 1222.84 649.18
5.73786e-09 1226.22 648.28
5.7544e-09 1223.76 647.393
5.77099e-09 1218.62 646.43
5.78762e-09 1219.07 645.507
5.8043e-09 1217.33 644.605
5.82103e-09 1212.3 643.758
5.83781e-09 1216.09 642.698
5.85464e-09 1209.78 641.629
5.87151e-09 1204.27 640.9
5.88844e-09 1208.96 639.712
5.90541e-09 1206.82 638.905
5.92243e-09 1207.42 638.07
5.9395e-09 1202.01 637.28
5.95662e-09 1198.11 636.351
5.97379e-09 1199.95 635.253
5.99101e-09 1200.73 634.418
6.00828e-09 1199.45 633.55
6.0256e-09 1199.92 632.525
6.04296e-09 1192.73 631.76
6.06038e-09 1189.87 630.772
6.07785e-09 1193.19 629.941
6.09537e-09 1185.61 629.015
6.11294e-09 1183.22 628.153
6.13056e-09 1188.27 627.191
6.14823e-09 1183.87 626.285
6.16595e-09 1182.99 625.326
6.18372e-09 1181.48 624.246
6.20155e-09 1173.93 623.669
6.21942e-09 1176.67 622.748
6.23735e-09 1175.24 621.708
6.25533e-09 1171.35 620.757
6.27336e-09 1171.87 619.845
6.29144e-09 1166.26 619.101
6.30957e-09 1170.62 618.101
6.32776e-09 1164.07 617.194
6.346e-09 1162.61 616.545
6.36429e-09 1161.73 615.445
6.38263e-09 1160.12 614.677
6.40103e-09 1156.33 613.83
6.41948e-09 1157.2 612.893
6.43799e-09 1158.05 611.88
6.45654e-09 1155.74 610.903
6.47515e-09 1153.88 610.338
6.49382e-09 1151.95 609.206
6.51253e-09 1147.78 608.382
6.53131e-09 1151.28 607.674
6.55013e-09 1144.78 606.66
6.56901e-09 1142.79 605.847
6.58795e-09 1142.84 605.115
6.60693e-09 1143.55 604.044
6.62598e-09 1136.78 603.309
6.64508e-09 1139.57 602.332
6.66423e-09 1135.65 601.531
6.68344e-09 1134.97 600.496
6.7027e-09 1131 599.711
6.72202e-09 1133.86 598.906
6.7414e-09 1130.94 598.223
6.76083e-09 1127.99 597.251
6.78032e-09 1122.24 596.249
6.79986e-09 1128.06 595.507
6.81946e-09 1122.61 594.518
6.83912e-09 1118.57 593.901
6.85883e-09 1118.21 593.051
6.8786e-09 1117.96 592.157
6.89843e-09 1117.5 591.391
6.91831e-09 1117.68 590.234
6.93825e-09 1111.47 589.601
6.95825e-09 1113.95 588.636
6.97831e-09 1110.94 587.81
6.99842e-09 1108.02 587.07
7.01859e-09 1102.96 586.078
7.03882e-09 1105.11 585.331
7.05911e-09 1104.59 584.488
7.07946e-09 1101.02 583.619
7.09986e-09 1101.56 582.794
7.12033e-09 1100.09 581.99
7.14085e-09 1100.22 581.065
7.16143e-09 1098.94 580.184
7.18208e-09 1095.62 579.381
7.20278e-09 1094.16 578.667
7.22354e-09 1093.51 577.664
7.24436e-09 1090.48 576.86
7.26524e-09 1087.97 576.092
7.28618e-09 1089.22 575.186
7.30718e-09 1087.78 574.522
7.32825e-09 1082.67 573.568
7.34937e-09 1083.84 572.676
7.37055e-09 1081.59 572.036
7.3918e-09 1076.79 571.238
7.4131e-09 1073.14 570.297
7.43447e-09 1072.81 569.387
7.4559e-09 1073.21 568.68
7.47739e-09 1073.37 567.705
7.49894e-09 1065.11 567.158
7.52056e-09 1068.34 566.305
7.54223e-09 1069.69 565.422
7.56397e-09 1064.98 564.593
7.58578e-09 1067.57 563.771
7.60764e-09 1066.77 562.791
7.62957e-09 1062.51 562.245
7.65156e-09 1060.61 561.303
7.67361e-09 1058.99 560.62
7.69573e-09 1056.96 559.603
7.71792e-09 1057.97 559.065
7.74016e-09 1050.84 558.209
7.76247e-09 1054.24 557.309
7.78485e-09 1050.95 556.616
7.80728e-09 1048.35 555.789
7.82979e-09 1046.36 554.942
7.85236e-09 1049.83 554.183
7.87499e-09 1044.93 553.309
7.89769e-09 1045.67 552.536
7.92045e-09 1042.81 551.865
7.94328e-09 1039.58 551.062
7.96618e-09 1035.66 550.323
7.98914e-09 1037.13 549.393
8.01217e-09 1039.71 548.803
8.03526e-09 1035.14 547.851
8.05842e-09 1033.44 547.051
8.08165e-09 1031.83 546.242
8.10494e-09 1025.55 545.55
8.12831e-09 1027.61 544.475
8.15173e-09 1026.12 544.024
8.17523e-09 1028.89 543.29
8.19879e-09 1021.96 542.327
8.22243e-09 1020.26 541.46
8.24613e-09 1021.4 540.803
8.2699e-09 1016.05 539.979
8.29373e-09 1018.57 539.116
8.31764e-09 1015.02 538.59
8.34161e-09 1014.67 537.581
8.36566e-09 1014.82 536.688
8.38977e-09 1012.22 536.07
8.41395e-09 1012.51 535.494
8.4382e-09 1010.22 534.52
8.46253e-09 1012.2 533.794
8.48692e-09 1009.25 533.088
8.51138e-09 1002.92 532.262
8.53591e-09 1004.71 531.521
8.56052e-09 1004.36 530.769
8.58519e-09 1003.67 530.109
8.60994e-09 997.069 529.187
8.63475e-09 1000.83 528.689
8.65964e-09 994.261 527.504
8.6846e-09 993.147 527.081
8.70964e-09 994.569 526.193
8.73474e-09 989.861 525.461
8.75992e-09 993.745 524.652
8.78517e-09 991.949 523.95
8.81049e-09 988.905 523.16
8.83588e-09 987.3 522.363
8.86135e-09 986.866 521.629
8.88689e-09 985.586 520.875
8.91251e-09 985.125 520.152
8.9382e-09 982.159 519.382
8.96396e-09 980.797 518.478
8.9898e-09 982.005 517.996
9.01571e-09 976.739 517.302
9.0417e-09 974.638 516.518
9.06776e-09 974.221 515.495
9.0939e-09 971.262 514.979
9.12011e-09 972.21 514.192
9.1464e-09 972.081 513.447
9.17276e-09 968.516 512.696
9.1992e-09 967.511 511.909
9.22571e-09 967.908 511.192
